time,contact_LF,contact_RF,contact_LH,contact_RH,hip_LF,hip_RF,hip_LH,hip_RH,knee_LF,knee_RF,knee_LH,knee_RH
0.34,1,0,0,1,0.29472604533087116,-0.29472604533087116,-0.29472604533087116,0.29472604533087116,0.46401510901629406,-0.46401510901629417,-0.46401510901629417,0.46401510901629406
0.35000000000000003,1,0,0,1,0.2824002051286255,-0.28240020512862557,-0.28240020512862557,0.2824002051286255,0.47833128307505335,-0.4783312830750534,-0.4783312830750534,0.47833128307505335
0.36,1,0,0,1,0.2689598603331187,-0.2689598603331188,-0.2689598603331188,0.2689598603331187,0.490759702088292,-0.49075970208829195,-0.49075970208829195,0.490759702088292
0.37,1,0,0,1,0.254458053844949,-0.2544580538449491,-0.2544580538449491,0.254458053844949,0.5012513167641691,-0.5012513167641691,-0.5012513167641691,0.5012513167641691
0.38,1,0,0,1,0.2389520176690803,-0.23895201766908034,-0.23895201766908034,0.2389520176690803,0.5097647214927218,-0.5097647214927218,-0.5097647214927218,0.5097647214927218
0.39,1,0,0,1,0.22250294704626442,-0.22250294704626433,-0.22250294704626433,0.22250294704626442,0.5162663177548912,-0.5162663177548913,-0.5162663177548913,0.5162663177548912
0.4,1,0,0,1,0.2051757589433841,-0.20517575894338416,-0.20517575894338416,0.2051757589433841,0.5207304467205274,-0.5207304467205274,-0.5207304467205274,0.5207304467205274
0.41000000000000003,1,0,0,1,0.18703883585584224,-0.18703883585584238,-0.18703883585584238,0.18703883585584224,0.5231394905120694,-0.5231394905120694,-0.5231394905120694,0.5231394905120694
0.42,1,0,0,1,0.16816375593309346,-0.16816375593309363,-0.16816375593309363,0.16816375593309346,0.5234839417342595,-0.5234839417342595,-0.5234839417342595,0.5234839417342595
0.43,1,0,0,1,0.14862501049238883,-0.14862501049238888,-0.14862501049238888,0.14862501049238883,0.5217624409954884,-0.5217624409954884,-0.5217624409954884,0.5217624409954884
0.44,1,0,0,1,0.12849971003557928,-0.1284997100355792,-0.1284997100355792,0.12849971003557928,0.5179817822726933,-0.5179817822726932,-0.5179817822726932,0.5179817822726933
0.45,1,0,0,1,0.10786727992919261,-0.10786727992919265,-0.10786727992919265,0.10786727992919261,0.5121568860986343,-0.5121568860986343,-0.5121568860986343,0.5121568860986343
0.46,1,0,0,1,0.08680914694879806,-0.08680914694879824,-0.08680914694879824,0.08680914694879806,0.5043107406773685,-0.5043107406773686,-0.5043107406773686,0.5043107406773685
0.47000000000000003,1,0,0,1,0.06540841792472336,-0.0654084179247234,-0.0654084179247234,0.06540841792472336,0.49447431116031076,-0.49447431116031076,-0.49447431116031076,0.49447431116031076
0.48,1,0,0,1,0.04374955175736364,-0.04374955175736368,-0.04374955175736368,0.04374955175736364,0.4826864174409279,-0.48268641744092783,-0.48268641744092783,0.4826864174409279
0.49,1,0,0,1,0.02191802609648644,-0.02191802609648633,-0.02191802609648633,0.02191802609648644,0.46899358095035365,-0.4689935809503535,-0.4689935809503535,0.46899358095035365
0.5,1,0,0,1,4.2748237638261994e-17,-8.549647527652399e-17,-8.549647527652399e-17,4.2748237638261994e-17,0.45344984105855435,-0.4534498410585544,-0.4534498410585544,0.45344984105855435
0.51,0,1,1,0,-0.02191802609648636,0.021918026096486163,0.021918026096486163,-0.02191802609648636,0.43611654180562404,-0.4361165418056241,-0.4361165418056241,0.43611654180562404
0.52,0,1,1,0,-0.04374955175736356,0.04374955175736352,0.04374955175736352,-0.04374955175736356,0.41706208980488235,-0.4170620898048824,-0.4170620898048824,0.41706208980488235
0.53,0,1,1,0,-0.06540841792472343,0.06540841792472353,0.06540841792472353,-0.06540841792472343,0.3963616842732257,-0.3963616842732255,-0.3963616842732255,0.3963616842732257
0.54,0,1,1,0,-0.08680914694879813,0.08680914694879807,0.08680914694879807,-0.08680914694879813,0.3740970202541713,-0.3740970202541713,-0.3740970202541713,0.3740970202541713
0.55,0,1,1,0,-0.10786727992919269,0.1078672799291925,0.1078672799291925,-0.10786727992919269,0.3503559662048453,-0.3503559662048454,-0.3503559662048454,0.3503559662048453
0.56,0,1,1,0,-0.12849971003557933,0.1284997100355793,0.1284997100355793,-0.12849971003557933,0.3252322172193241,-0.32523221721932416,-0.32523221721932416,0.3252322172193241
0.5700000000000001,0,1,1,0,-0.14862501049238877,0.14862501049238871,0.14862501049238871,-0.14862501049238877,0.2988249252569051,-0.2988249252569052,-0.2988249252569052,0.2988249252569051
0.58,0,1,1,0,-0.16816375593309324,0.1681637559330932,0.1681637559330932,-0.16816375593309324,0.27123830783461944,-0.2712383078346195,-0.2712383078346195,0.27123830783461944
0.59,0,1,1,0,-0.18703883585584216,0.18703883585584224,0.18703883585584224,-0.18703883585584216,0.24258123672830623,-0.24258123672830584,-0.24258123672830584,0.24258123672830623
0.6,0,1,1,0,-0.20517575894338402,0.205175758943384,0.205175758943384,-0.20517575894338402,0.2129668083054512,-0.21296680830545126,-0.21296680830545126,0.2129668083054512
0.61,0,1,1,0,-0.22250294704626433,0.22250294704626417,0.22250294704626417,-0.22250294704626433,0.1825118971854948,-0.18251189718549488,-0.18251189718549488,0.1825118971854948
0.62,0,1,1,0,-0.23895201766908025,0.23895201766908022,0.23895201766908022,-0.23895201766908025,0.15133669498910127,-0.15133669498910132,-0.15133669498910132,0.15133669498910127
0.63,0,1,1,0,-0.25445805384494896,0.25445805384494896,0.25445805384494896,-0.25445805384494896,0.11956423599674552,-0.11956423599674558,-0.11956423599674558,0.11956423599674552
0.64,0,1,1,0,-0.26895986033311875,0.2689598603331187,0.2689598603331187,-0.26895986033311875,0.0873199115886137,-0.08731991158861376,-0.08731991158861376,0.0873199115886137
0.65,0,1,1,0,-0.2824002051286255,0.28240020512862546,0.28240020512862546,-0.2824002051286255,0.054730975382115014,-0.054730975382115084,-0.054730975382115084,0.054730975382115014
0.66,0,1,1,0,-0.29472604533087127,0.2947260453308712,0.2947260453308712,-0.29472604533087127,0.02192604101998689,-0.021926041019986957,-0.021926041019986957,0.02192604101998689
0.67,0,1,1,0,-0.30588873647971815,0.30588873647971815,0.30588873647971815,-0.30588873647971815,-0.010965425408991356,0.010965425408991291,0.010965425408991291,-0.010965425408991356
0.68,0,1,1,0,-0.31584422453295047,0.3158442245329504,0.3158442245329504,-0.31584422453295047,-0.04381361631350712,0.04381361631350706,0.04381361631350706,-0.04381361631350712
0.6900000000000001,0,1,1,0,-0.32455321972745166,0.32455321972745166,0.32455321972745166,-0.32455321972745166,-0.0764888948909703,0.07648889489097024,0.07648889489097024,-0.0764888948909703
0.7000000000000001,0,1,1,0,-0.3319813516379506,0.3319813516379506,0.3319813516379506,-0.3319813516379506,-0.10886230674475095,0.10886230674475088,0.10886230674475088,-0.10886230674475095
0.71,0,1,1,0,-0.33809930482138734,0.33809930482138734,0.33809930482138734,-0.33809930482138734,-0.1408060888082672,0.14080608880826714,0.14080608880826714,-0.1408060888082672
0.72,0,1,1,0,-0.34288293451157376,0.3428829345115737,0.3428829345115737,-0.34288293451157376,-0.17219417356744063,0.17219417356744057,0.17219417356744057,-0.17219417356744063
0.73,0,1,1,0,-0.346313361907555,0.346313361907555,0.346313361907555,-0.346313361907555,-0.2029026865915778,0.20290268659157776,0.20290268659157776,-0.2029026865915778
0.74,0,1,1,0,-0.3483770486796126,0.3483770486796126,0.3483770486796126,-0.3483770486796126,-0.23281043540915847,0.2328104354091584,0.2328104354091584,-0.23281043540915847
0.75,0,1,1,0,-0.3490658503988659,0.3490658503988659,0.3490658503988659,-0.3490658503988659,-0.26179938779914946,0.2617993877991494,0.2617993877991494,-0.26179938779914946
0.76,0,1,1,0,-0.3483770486796126,0.3483770486796126,0.3483770486796126,-0.3483770486796126,-0.28975513761026056,0.2897551376102605,0.2897551376102605,-0.28975513761026056
0.77,0,1,1,0,-0.3463133619075551,0.3463133619075551,0.3463133619075551,-0.3463133619075551,-0.31656735626975485,0.3165673562697548,0.3165673562697548,-0.31656735626975485
0.78,0,1,1,0,-0.34288293451157376,0.3428829345115737,0.3428829345115737,-0.34288293451157376,-0.34213022819992006,0.3421302281999204,0.3421302281999204,-0.34213022819992006
0.79,0,1,1,0,-0.33809930482138734,0.33809930482138734,0.33809930482138734,-0.33809930482138734,-0.3663428684238139,0.36634286842381386,0.36634286842381386,-0.3663428684238139
0.8,0,1,1,0,-0.3319813516379507,0.3319813516379507,0.3319813516379507,-0.3319813516379507,-0.38910972071217514,0.3891097207121751,0.3891097207121751,-0.38910972071217514
0.81,0,1,1,0,-0.32455321972745155,0.3245532197274517,0.3245532197274517,-0.32455321972745155,-0.41034093470020755,0.41034093470020727,0.41034093470020727,-0.41034093470020755
0.8200000000000001,0,1,1,0,-0.31584422453295036,0.3158442245329505,0.3158442245329505,-0.31584422453295036,-0.429952720485919,0.4299527204859186,0.4299527204859186,-0.429952720485919
0.8300000000000001,0,1,1,0,-0.30588873647971804,0.30588873647971804,0.30588873647971804,-0.30588873647971804,-0.4478676793105862,0.4478676793105862,0.4478676793105862,-0.4478676793105862
0.84,0,1,1,0,-0.2947260453308713,0.2947260453308715,0.2947260453308715,-0.2947260453308713,-0.4640151090162939,0.46401510901629367,0.46401510901629367,-0.4640151090162939
0.85,0,1,1,0,-0.28240020512862557,0.2824002051286256,0.2824002051286256,-0.28240020512862557,-0.4783312830750534,0.47833128307505335,0.47833128307505335,-0.4783312830750534
0.86,0,1,1,0,-0.2689598603331188,0.26895986033311886,0.26895986033311886,-0.2689598603331188,-0.49075970208829195,0.4907597020882919,0.4907597020882919,-0.49075970208829195
0.87,0,1,1,0,-0.2544580538449491,0.25445805384494885,0.25445805384494885,-0.2544580538449491,-0.5012513167641691,0.5012513167641692,0.5012513167641692,-0.5012513167641691
0.88,0,1,1,0,-0.23895201766908034,0.23895201766908014,0.23895201766908014,-0.23895201766908034,-0.5097647214927218,0.5097647214927219,0.5097647214927219,-0.5097647214927218
0.89,0,1,1,0,-0.22250294704626433,0.22250294704626436,0.22250294704626436,-0.22250294704626433,-0.5162663177548913,0.5162663177548913,0.5162663177548913,-0.5162663177548913
0.9,0,1,1,0,-0.20517575894338416,0.20517575894338416,0.20517575894338416,-0.20517575894338416,-0.5207304467205274,0.5207304467205274,0.5207304467205274,-0.5207304467205274
0.91,0,1,1,0,-0.1870388358558421,0.18703883585584244,0.18703883585584244,-0.1870388358558421,-0.5231394905120694,0.5231394905120694,0.5231394905120694,-0.5231394905120694
0.92,0,1,1,0,-0.16816375593309335,0.16816375593309366,0.16816375593309366,-0.16816375593309335,-0.5234839417342595,0.5234839417342595,0.5234839417342595,-0.5234839417342595
0.93,0,1,1,0,-0.1486250104923886,0.14862501049238863,0.14862501049238863,-0.1486250104923886,-0.5217624409954883,0.5217624409954883,0.5217624409954883,-0.5217624409954883
0.9400000000000001,0,1,1,0,-0.1284997100355792,0.12849971003557922,0.12849971003557922,-0.1284997100355792,-0.5179817822726932,0.5179817822726933,0.5179817822726933,-0.5179817822726932
0.9500000000000001,0,1,1,0,-0.10786727992919265,0.1078672799291927,0.1078672799291927,-0.10786727992919265,-0.5121568860986343,0.5121568860986344,0.5121568860986344,-0.5121568860986343
0.96,0,1,1,0,-0.08680914694879824,0.08680914694879828,0.08680914694879828,-0.08680914694879824,-0.5043107406773686,0.5043107406773687,0.5043107406773687,-0.5043107406773686
0.97,0,1,1,0,-0.0654084179247234,0.06540841792472314,0.06540841792472314,-0.0654084179247234,-0.49447431116031076,0.49447431116031076,0.49447431116031076,-0.49447431116031076
0.98,0,1,1,0,-0.04374955175736368,0.04374955175736342,0.04374955175736342,-0.04374955175736368,-0.48268641744092783,0.4826864174409279,0.4826864174409279,-0.48268641744092783
0.99,0,1,1,0,-0.02191802609648633,0.021918026096486375,0.021918026096486375,-0.02191802609648633,-0.4689935809503535,0.4689935809503537,0.4689935809503537,-0.4689935809503535
1.0,0,1,1,0,-8.549647527652399e-17,1.2824471291478598e-16,1.2824471291478598e-16,-8.549647527652399e-17,-0.4534498410585544,0.4534498410585547,0.4534498410585547,-0.4534498410585544
1.01,1,0,0,1,0.021918026096486163,-0.021918026096486118,-0.021918026096486118,0.021918026096486163,-0.4361165418056241,0.43611654180562437,0.43611654180562437,-0.4361165418056241
1.02,1,0,0,1,0.04374955175736352,-0.04374955175736317,-0.04374955175736317,0.04374955175736352,-0.4170620898048824,0.417062089804883,0.417062089804883,-0.4170620898048824
1.03,1,0,0,1,0.06540841792472324,-0.06540841792472289,-0.06540841792472289,0.06540841792472324,-0.39636168427322577,0.39636168427322643,0.39636168427322643,-0.39636168427322577
1.04,1,0,0,1,0.08680914694879807,-0.08680914694879803,-0.08680914694879803,0.08680914694879807,-0.3740970202541713,0.3740970202541717,0.3740970202541717,-0.3740970202541713
1.05,1,0,0,1,0.1078672799291925,-0.10786727992919246,-0.10786727992919246,0.1078672799291925,-0.3503559662048454,0.35035596620484577,0.35035596620484577,-0.3503559662048454
1.06,1,0,0,1,0.1284997100355793,-0.12849971003557956,-0.12849971003557956,0.1284997100355793,-0.32523221721932416,0.3252322172193242,0.3252322172193242,-0.32523221721932416
1.07,1,0,0,1,0.14862501049238871,-0.14862501049238896,-0.14862501049238896,0.14862501049238871,-0.2988249252569052,0.29882492525690524,0.29882492525690524,-0.2988249252569052
1.08,1,0,0,1,0.16816375593309346,-0.16816375593309343,-0.16816375593309343,0.16816375593309346,-0.27123830783461905,0.27123830783461955,0.27123830783461955,-0.27123830783461905
1.09,1,0,0,1,0.18703883585584224,-0.1870388358558422,-0.1870388358558422,0.18703883585584224,-0.24258123672830584,0.2425812367283063,0.2425812367283063,-0.24258123672830584
1.1,1,0,0,1,0.20517575894338422,-0.20517575894338397,-0.20517575894338397,0.20517575894338422,-0.2129668083054508,0.21296680830545173,0.21296680830545173,-0.2129668083054508
1.11,1,0,0,1,0.22250294704626442,-0.22250294704626414,-0.22250294704626414,0.22250294704626442,-0.18251189718549443,0.18251189718549538,0.18251189718549538,-0.18251189718549443
1.12,1,0,0,1,0.23895201766908045,-0.23895201766908042,-0.23895201766908042,0.23895201766908045,-0.15133669498910088,0.15133669498910138,0.15133669498910138,-0.15133669498910088
1.1300000000000001,1,0,0,1,0.25445805384494913,-0.25445805384494913,-0.25445805384494913,0.25445805384494913,-0.11956423599674512,0.11956423599674564,0.11956423599674564,-0.11956423599674512
1.1400000000000001,1,0,0,1,0.2689598603331187,-0.2689598603331187,-0.2689598603331187,0.2689598603331187,-0.08731991158861376,0.08731991158861428,0.08731991158861428,-0.08731991158861376
1.1500000000000001,1,0,0,1,0.2824002051286257,-0.2824002051286258,-0.2824002051286258,0.2824002051286257,-0.05473097538211462,0.05473097538211468,0.05473097538211468,-0.05473097538211462
1.16,1,0,0,1,0.29472604533087104,-0.29472604533087104,-0.29472604533087104,0.29472604533087104,-0.021926041019987418,0.02192604101998795,0.02192604101998795,-0.021926041019987418
1.17,1,0,0,1,0.305888736479718,-0.3058887364797179,-0.3058887364797179,0.305888736479718,0.010965425408990826,-0.010965425408990297,-0.010965425408990297,0.010965425408990826
1.18,1,0,0,1,0.3158442245329503,-0.3158442245329504,-0.3158442245329504,0.3158442245329503,0.043813616313506595,-0.04381361631350653,-0.04381361631350653,0.043813616313506595
1.19,1,0,0,1,0.3245532197274515,-0.3245532197274516,-0.3245532197274516,0.3245532197274515,0.07648889489096977,-0.07648889489096972,-0.07648889489096972,0.07648889489096977
1.2,1,0,0,1,0.3319813516379506,-0.33198135163795056,-0.33198135163795056,0.3319813516379506,0.10886230674475088,-0.10886230674475036,-0.10886230674475036,0.10886230674475088
1.21,1,0,0,1,0.33809930482138734,-0.33809930482138734,-0.33809930482138734,0.33809930482138734,0.14080608880826714,-0.14080608880826662,-0.14080608880826662,0.14080608880826714
1.22,1,0,0,1,0.3428829345115737,-0.34288293451157364,-0.34288293451157364,0.3428829345115737,0.17219417356744057,-0.17219417356743963,-0.17219417356743963,0.17219417356744057
1.23,1,0,0,1,0.346313361907555,-0.34631336190755496,-0.34631336190755496,0.346313361907555,0.20290268659157776,-0.20290268659157684,-0.20290268659157684,0.20290268659157776
1.24,1,0,0,1,0.3483770486796126,-0.3483770486796126,-0.3483770486796126,0.3483770486796126,0.2328104354091584,-0.23281043540915794,-0.23281043540915794,0.2328104354091584
1.25,1,0,0,1,0.3490658503988659,-0.3490658503988659,-0.3490658503988659,0.3490658503988659,0.2617993877991494,-0.26179938779914896,-0.26179938779914896,0.2617993877991494
1.26,1,0,0,1,0.3483770486796126,-0.3483770486796126,-0.3483770486796126,0.3483770486796126,0.2897551376102605,-0.28975513761026006,-0.28975513761026006,0.2897551376102605
1.27,1,0,0,1,0.3463133619075551,-0.346313361907555,-0.346313361907555,0.3463133619075551,0.3165673562697548,-0.31656735626975474,-0.31656735626975474,0.3165673562697548
1.28,1,0,0,1,0.3428829345115737,-0.3428829345115737,-0.3428829345115737,0.3428829345115737,0.3421302281999204,-0.34213022819992,-0.34213022819992,0.3421302281999204
1.29,1,0,0,1,0.33809930482138734,-0.3380993048213874,-0.3380993048213874,0.33809930482138734,0.36634286842381386,-0.36634286842381353,-0.36634286842381353,0.36634286842381386
1.3,1,0,0,1,0.3319813516379507,-0.33198135163795073,-0.33198135163795073,0.3319813516379507,0.3891097207121751,-0.38910972071217476,-0.38910972071217476,0.3891097207121751
1.31,1,0,0,1,0.3245532197274517,-0.3245532197274517,-0.3245532197274517,0.3245532197274517,0.41034093470020727,-0.41034093470020694,-0.41034093470020694,0.41034093470020727
1.32,1,0,0,1,0.31584422453295025,-0.31584422453295025,-0.31584422453295025,0.31584422453295025,0.4299527204859192,-0.42995272048591887,-0.42995272048591887,0.4299527204859192
1.33,1,0,0,1,0.30588873647971804,-0.3058887364797181,-0.3058887364797181,0.30588873647971804,0.4478676793105862,-0.4478676793105859,-0.4478676793105859,0.4478676793105862
1.34,1,0,0,1,0.29472604533087116,-0.29472604533087116,-0.29472604533087116,0.29472604533087116,0.46401510901629406,-0.46401510901629384,-0.46401510901629384,0.46401510901629406
1.35,1,0,0,1,0.2824002051286256,-0.2824002051286256,-0.2824002051286256,0.2824002051286256,0.47833128307505335,-0.4783312830750532,-0.4783312830750532,0.47833128307505335
1.36,1,0,0,1,0.2689598603331185,-0.2689598603331185,-0.2689598603331185,0.2689598603331185,0.4907597020882922,-0.49075970208829206,-0.49075970208829206,0.4907597020882922
1.37,1,0,0,1,0.25445805384494885,-0.2544580538449489,-0.2544580538449489,0.25445805384494885,0.5012513167641692,-0.501251316764169,-0.501251316764169,0.5012513167641692
1.3800000000000001,1,0,0,1,0.23895201766908014,-0.2389520176690802,-0.2389520176690802,0.23895201766908014,0.5097647214927219,-0.5097647214927218,-0.5097647214927218,0.5097647214927219
1.3900000000000001,1,0,0,1,0.22250294704626436,-0.22250294704626436,-0.22250294704626436,0.22250294704626436,0.5162663177548913,-0.5162663177548912,-0.5162663177548912,0.5162663177548913
1.4000000000000001,1,0,0,1,0.20517575894338416,-0.2051757589433842,-0.2051757589433842,0.20517575894338416,0.5207304467205274,-0.5207304467205273,-0.5207304467205273,0.5207304467205274
1.41,1,0,0,1,0.18703883585584244,-0.18703883585584247,-0.18703883585584247,0.18703883585584244,0.5231394905120694,-0.5231394905120693,-0.5231394905120693,0.5231394905120694
1.42,1,0,0,1,0.16816375593309366,-0.1681637559330937,-0.1681637559330937,0.16816375593309366,0.5234839417342595,-0.5234839417342595,-0.5234839417342595,0.5234839417342595
1.43,1,0,0,1,0.14862501049238921,-0.14862501049238924,-0.14862501049238924,0.14862501049238921,0.5217624409954884,-0.5217624409954884,-0.5217624409954884,0.5217624409954884
1.44,1,0,0,1,0.12849971003557922,-0.12849971003557928,-0.12849971003557928,0.12849971003557922,0.5179817822726933,-0.5179817822726933,-0.5179817822726933,0.5179817822726933
1.45,1,0,0,1,0.1078672799291927,-0.10786727992919275,-0.10786727992919275,0.1078672799291927,0.5121568860986344,-0.5121568860986344,-0.5121568860986344,0.5121568860986344
1.46,1,0,0,1,0.08680914694879828,-0.08680914694879832,-0.08680914694879832,0.08680914694879828,0.5043107406773687,-0.5043107406773687,-0.5043107406773687,0.5043107406773687
1.47,1,0,0,1,0.06540841792472375,-0.0654084179247238,-0.0654084179247238,0.06540841792472375,0.49447431116031104,-0.4944743111603111,-0.4944743111603111,0.49447431116031104
1.48,1,0,0,1,0.04374955175736342,-0.04374955175736346,-0.04374955175736346,0.04374955175736342,0.4826864174409279,-0.4826864174409279,-0.4826864174409279,0.4826864174409279
1.49,1,0,0,1,0.021918026096486375,-0.02191802609648642,-0.02191802609648642,0.021918026096486375,0.4689935809503537,-0.4689935809503537,-0.4689935809503537,0.4689935809503537
1.5,1,0,0,1,1.2824471291478598e-16,-1.7099295055304798e-16,-1.7099295055304798e-16,1.2824471291478598e-16,0.4534498410585547,-0.4534498410585547,-0.4534498410585547,0.4534498410585547
1.51,0,1,1,0,-0.021918026096486118,0.021918026096486073,0.021918026096486073,-0.021918026096486118,0.43611654180562437,-0.43611654180562437,-0.43611654180562437,0.43611654180562437
1.52,0,1,1,0,-0.04374955175736317,0.04374955175736312,0.04374955175736312,-0.04374955175736317,0.417062089804883,-0.4170620898048831,-0.4170620898048831,0.417062089804883
1.53,0,1,1,0,-0.0654084179247235,0.06540841792472346,0.06540841792472346,-0.0654084179247235,0.3963616842732258,-0.3963616842732258,-0.3963616842732258,0.3963616842732258
1.54,0,1,1,0,-0.08680914694879803,0.08680914694879799,0.08680914694879799,-0.08680914694879803,0.3740970202541717,-0.3740970202541717,-0.3740970202541717,0.3740970202541717
1.55,0,1,1,0,-0.10786727992919246,0.10786727992919241,0.10786727992919241,-0.10786727992919246,0.35035596620484577,-0.3503559662048458,-0.3503559662048458,0.35035596620484577
